Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-03-31,0.08636738244326583,0.08636738244326583,0.08549503982067108,0.08549503982067108,15993600,0.0,0.0
1981-04-01,0.08505886277036001,0.08505886277036001,0.08462268859148026,0.08462268859148026,34070400,0.0,0.0
1981-04-02,0.09203839302062988,0.09247456142101497,0.09203839302062988,0.09203839302062988,31404800,0.0,0.0
1981-04-03,0.09247458726167679,0.09291076160783178,0.09247458726167679,0.09247458726167679,16486400,0.0,0.0
1981-04-06,0.0911652709250305,0.0911652709250305,0.09072910249233246,0.09072910249233246,22803200,0.0,0.0
1981-04-07,0.09029291965438663,0.09029291965438663,0.08985675126314165,0.08985675126314163,10684800,0.0,0.0
1981-04-08,0.09421923756599426,0.09509158010635803,0.09421923756599426,0.09421923756599426,21952000,0.0,0.0
1981-04-09,0.09596392512321472,0.09640009931659616,0.09596392512321472,0.09596392512321472,12499200,0.0,0.0
1981-04-10,0.09727244824171065,0.09770861663973328,0.09727244824171065,0.09727244824171066,33465600,0.0,0.0
1981-04-13,0.09727244824171065,0.09770861663973328,0.09727244824171065,0.09727244824171066,16060800,0.0,0.0
1981-04-14,0.09727244824171065,0.09770861663973328,0.09727244824171065,0.09727244824171066,6652800,0.0,0.0
1981-04-15,0.09291076160783178,0.09291076160783178,0.09247458726167679,0.09247458726167679,34048000,0.0,0.0
1981-04-16,0.0876758658374809,0.0876758658374809,0.08723969757556914,0.08723969757556915,23878400,0.0,0.0
1981-04-20,0.08985675126314165,0.09029291965438663,0.08985675126314165,0.08985675126314163,35347200,0.0,0.0
1981-04-21,0.09596392512321472,0.09640009931659616,0.09596392512321472,0.09596392512321472,28537600,0.0,0.0
1981-04-22,0.09945328533649445,0.09988945948585105,0.09945328533649445,0.09945328533649445,18995200,0.0,0.0
1981-04-23,0.10207033902406693,0.1025065133105399,0.10207033902406693,0.10207033902406693,58016000,0.0,0.0
1981-04-24,0.10207027199310602,0.10207027199310602,0.10119793564081192,0.10119793564081192,35056000,0.0,0.0
1981-04-27,0.10076178832950418,0.10076178832950418,0.10032561421394348,0.10032561421394348,38528000,0.0,0.0
1981-04-28,0.09901714566142375,0.09901714566142375,0.0985809713602066,0.0985809713602066,32188800,0.0,0.0
1981-04-29,0.09770861663973328,0.09770861663973328,0.09727244824171065,0.09727244824171066,13641600,0.0,0.0
1981-04-30,0.09901710599660873,0.09988945424959299,0.09901710599660873,0.09901710599660873,12611200,0.0,0.0
1981-05-01,0.09901710599660873,0.09988945424959299,0.09901710599660873,0.09901710599660873,16553600,0.0,0.0
1981-05-04,0.09901714566142375,0.09901714566142375,0.0985809713602066,0.0985809713602066,14448000,0.0,0.0
1981-05-05,0.09858096208329689,0.09858096208329689,0.09814479947090149,0.09814479947090149,17539200,0.0,0.0
1981-05-06,0.09596390661813488,0.09596390661813488,0.09552773833274841,0.09552773833274841,18950400,0.0,0.0
1981-05-07,0.09683626145124435,0.09727243561654252,0.09683626145124435,0.09683626145124435,9363200,0.0,0.0
1981-05-08,0.09770860522985458,0.09814477940083055,0.09770860522985458,0.09770860522985458,7907200,0.0,0.0
1981-05-11,0.09596390661813488,0.09596390661813488,0.09552773833274841,0.09552773833274841,11939200,0.0,0.0
1981-05-12,0.09552773833274841,0.09683624901279368,0.09552773833274841,0.09552773833274841,4256000,0.0,0.0
1981-05-13,0.09552774056289838,0.09640008297792253,0.09509156644344331,0.0950915664434433,4905600,0.0,0.0
1981-05-14,0.09465540066432425,0.09465540066432425,0.09378305822610855,0.09378305822610855,4928000,0.0,0.0
1981-05-15,0.09596392512321472,0.09727244187947201,0.09596392512321472,0.09596392512321472,4905600,0.0,0.0
1981-05-18,0.09770860522985458,0.0985809419240331,0.09770860522985458,0.09770860522985458,4166400,0.0,0.0
1981-05-19,0.09640009931659616,0.09640009931659616,0.09596392512321472,0.09596392512321472,25424000,0.0,0.0
1981-05-20,0.09901710599660873,0.09988945424959299,0.09901710599660873,0.09901710599660873,13283200,0.0,0.0
1981-05-21,0.1046881452202797,0.10512431947227195,0.1046881452202797,0.1046881452202797,32211200,0.0,0.0
1981-05-22,0.10948602110147476,0.1103583695580724,0.10948602110147476,0.10948602110147476,31427200,0.0,0.0
1981-05-26,0.10948602671622236,0.10948602671622236,0.10904986411333084,0.10904986411333084,85344000,0.0,0.0
1981-05-27,0.11515624821186066,0.11559242242912154,0.11515624821186066,0.11515624821186066,149497600,0.0,0.0
1981-05-28,0.11515624821186066,0.11559242242912154,0.11515624821186066,0.11515624821186066,73987200,0.0,0.0
1981-05-29,0.11559243500232697,0.11602938966801768,0.11559243500232697,0.11559243500232697,59382400,0.0,0.0
1981-06-01,0.11559243500232697,0.11602938966801768,0.11559243500232697,0.11559243500232697,51251200,0.0,0.0
1981-06-02,0.11035838965023162,0.11035838965023162,0.10992221534252167,0.10992221534252167,40432000,0.0,0.0
1981-06-03,0.10992221534252167,0.11079455231016451,0.10992221534252167,0.10992221534252167,39446400,0.0,0.0
1981-06-04,0.11210304498672487,0.11253920752897655,0.11210304498672487,0.11210304498672485,56067200,0.0,0.0
1981-06-05,0.11079454988220155,0.11079454988220155,0.11035838723182678,0.11035838723182678,57680000,0.0,0.0
1981-06-08,0.10686899207626818,0.10686899207626818,0.10643281787633896,0.10643281787633896,93497600,0.0,0.0
1981-06-09,0.10861364006996155,0.10904981412066951,0.10861364006996155,0.10861364006996155,119593600,0.0,0.0
1981-06-10,0.10992221534252167,0.11123072661787445,0.10992221534252167,0.10992221534252167,25222400,0.0,0.0
1981-06-11,0.11472008377313615,0.11515625802757576,0.11472008377313615,0.11472008377313614,38976000,0.0,0.0
1981-06-12,0.11384774982138735,0.11384774982138735,0.1134115755558014,0.11341157555580139,25804800,0.0,0.0
1981-06-15,0.1134115555032194,0.1134115555032194,0.1129753813147545,0.11297538131475449,143763200,0.0,0.0
1981-06-16,0.11123070353600743,0.11123070353600743,0.11079452931880951,0.11079452931880951,37251200,0.0,0.0
1981-06-17,0.10948602671622236,0.10948602671622236,0.10904986411333084,0.10904986411333084,27574400,0.0,0.0
1981-06-18,0.10904981412066951,0.10948597652360727,0.10861364006996155,0.10861364006996155,23049600,0.0,0.0
1981-06-19,0.10599667402767832,0.10599667402767832,0.10556051135063171,0.10556051135063171,27507200,0.0,0.0
1981-06-22,0.10207029232098569,0.10207029232098569,0.10163412988185883,0.10163412988185883,10841600,0.0,0.0
1981-06-23,0.10337883979082108,0.10425195693042556,0.10337883979082108,0.10337883979082108,15030400,0.0,0.0
1981-06-24,0.10163411928492766,0.10163411928492766,0.1007617712020874,0.1007617712020874,23027200,0.0,0.0
1981-06-25,0.10294266790151596,0.10337884210453795,0.10294266790151596,0.10294266790151596,24259200,0.0,0.0
1981-06-26,0.10250646640788372,0.10250646640788372,0.10163412988185883,0.10163412988185883,23788800,0.0,0.0
1981-06-29,0.09901713634346809,0.09901713634346809,0.09814479947090149,0.09814479947090149,10595200,0.0,0.0
1981-06-30,0.0911652709250305,0.0911652709250305,0.09072910249233246,0.09072910249233246,35907200,0.0,0.0
1981-07-01,0.09029291965438663,0.09029291965438663,0.08985675126314165,0.08985675126314163,170464000,0.0,0.0
1981-07-02,0.08985675126314165,0.09029291965438663,0.08985675126314165,0.08985675126314163,30284800,0.0,0.0
1981-07-06,0.08767589063241528,0.08767589063241528,0.08680354803800583,0.08680354803800583,16531200,0.0,0.0
1981-07-07,0.08767587691545486,0.08854821937338565,0.08767587691545486,0.08767587691545486,15836800,0.0,0.0
1981-07-08,0.09116524457931519,0.09160219911059801,0.09116524457931519,0.09116524457931519,16620800,0.0,0.0
1981-07-09,0.08462270001722065,0.08462270001722065,0.08418653160333633,0.08418653160333633,32883200,0.0,0.0
1981-07-10,0.07807933183239381,0.07807933183239381,0.07764316350221634,0.07764316350221634,55171200,0.0,0.0
1981-07-13,0.07938864082098007,0.0798248150406965,0.07938864082098007,0.07938864082098007,45740800,0.0,0.0
1981-07-14,0.0828780084848404,0.0837503510709318,0.0828780084848404,0.0828780084848404,19779200,0.0,0.0
1981-07-15,0.08505887538194656,0.08549504380160973,0.08505887538194656,0.08505887538194656,10953600,0.0,0.0
1981-07-16,0.08723969757556914,0.08811203992327821,0.08723969757556914,0.08723969757556915,15232000,0.0,0.0
1981-07-17,0.09029290825128554,0.09072908241133334,0.09029290825128554,0.09029290825128555,19824000,0.0,0.0
1981-07-20,0.08462270001722065,0.08462270001722065,0.08418653160333633,0.08418653160333633,23654400,0.0,0.0
1981-07-21,0.08418648902773342,0.08418648902773342,0.08375031501054764,0.08375031501054764,31942400,0.0,0.0
1981-07-22,0.07982482299867645,0.07982482299867645,0.07895169407129288,0.07895169407129288,22668800,0.0,0.0
1981-07-23,0.08113333582878113,0.08156951010105731,0.08113333582878113,0.08113333582878113,34451200,0.0,0.0
1981-07-24,0.08375031501054764,0.08418648902773342,0.08375031501054764,0.08375031501054764,28851200,0.0,0.0
1981-07-27,0.08723969757556914,0.0876758658374809,0.08723969757556914,0.08723969757556915,17337600,0.0,0.0
1981-07-28,0.08462270001722065,0.08462270001722065,0.08418653160333633,0.08418653160333633,22848000,0.0,0.0
1981-07-29,0.08331418268982968,0.08331418268982968,0.0828780084848404,0.0828780084848404,15500800,0.0,0.0
1981-07-30,0.0859312042593956,0.08680354684178347,0.0859312042593956,0.0859312042593956,9900800,0.0,0.0
1981-07-31,0.08723969757556914,0.0876758658374809,0.08723969757556914,0.08723969757556915,10953600,0.0,0.0
1981-08-03,0.08723970365604958,0.08723970365604958,0.08636736124753952,0.08636736124753952,12432000,0.0,0.0
1981-08-04,0.08767587691545486,0.08811205105636341,0.08767587691545486,0.08767587691545486,31673600,0.0,0.0
1981-08-05,0.09029290825128554,0.09072908241133334,0.09029290825128554,0.09029290825128555,17494400,0.0,0.0
1981-08-06,0.08854820962317432,0.08854820962317432,0.0881120413541794,0.08811204135417938,10528000,0.0,0.0
1981-08-07,0.0881120413541794,0.08854820962317432,0.0881120413541794,0.08811204135417938,9206400,0.0,0.0
1981-08-10,0.0881120413541794,0.0881120413541794,0.0881120413541794,0.08811204135417938,0,0.0,0.0
1981-08-11,0.08636738244326583,0.08636738244326583,0.08549503982067108,0.08549503982067108,71456000,0.0,0.0
1981-08-12,0.08418648902773342,0.08418648902773342,0.08375031501054764,0.08375031501054764,26275200,0.0,0.0
1981-08-13,0.08156951010105731,0.08156951010105731,0.08113333582878113,0.08113333582878113,27484800,0.0,0.0
1981-08-14,0.08069717789636983,0.08069717789636983,0.07982483506202698,0.07982483506202698,24192000,0.0,0.0
1981-08-17,0.0780793190532159,0.0780793190532159,0.07720697671175003,0.07720697671175003,18905600,0.0,0.0
1981-08-18,0.0763346239260596,0.0763346239260596,0.07546228170394897,0.07546228170394897,17001600,0.0,0.0
1981-08-19,0.07546231781782795,0.07546231781782795,0.07458997517824173,0.07458997517824173,20675200,0.0,0.0
1981-08-20,0.07546228170394897,0.07589845572694665,0.07546228170394897,0.07546228170394897,17113600,0.0,0.0
1981-08-21,0.07110059878169309,0.07110059878169309,0.07022825628519058,0.07022825628519058,41910400,0.0,0.0
1981-08-24,0.06630196672443495,0.06630196672443495,0.06586579233407974,0.06586579233407974,23072000,0.0,0.0
1981-08-25,0.06761123239994049,0.06804740075949996,0.06761123239994049,0.06761123239994049,40700800,0.0,0.0
1981-08-26,0.06673808777583105,0.06673808777583105,0.06630191951990128,0.06630191951990128,33600000,0.0,0.0
1981-08-27,0.06673809885978699,0.06717505341282781,0.06673809885978699,0.06673809885978699,25916800,0.0,0.0
1981-08-28,0.07022825628519058,0.07066442462149855,0.07022825628519058,0.07022825628519058,38035200,0.0,0.0
1981-08-31,0.07022825628519058,0.07066442462149855,0.07022825628519058,0.07022825628519058,40947200,0.0,0.0
1981-09-01,0.07458997517824173,0.07502614940997859,0.07458997517824173,0.07458997517824173,37027200,0.0,0.0
1981-09-02,0.07589848339557648,0.07633465175369367,0.07589848339557648,0.07589848339557648,19376000,0.0,0.0
1981-09-03,0.07284527882910813,0.07284527882910813,0.07197293639183044,0.07197293639183044,37475200,0.0,0.0
1981-09-04,0.07153674591911481,0.07153674591911481,0.07110057771205902,0.07110057771205902,15254400,0.0,0.0
1981-09-08,0.06935592228146079,0.06935592228146079,0.06891974806785583,0.06891974806785583,25446400,0.0,0.0
1981-09-09,0.06891974806785583,0.06935592228146079,0.06891974806785583,0.06891974806785583,30531200,0.0,0.0
1981-09-10,0.06935591995716095,0.06979208833226147,0.06935591995716095,0.06935591995716095,34809600,0.0,0.0
1981-09-11,0.06891975204401266,0.06891975204401266,0.06848358362913132,0.06848358362913132,17539200,0.0,0.0
1981-09-14,0.06673808777583105,0.06673808777583105,0.06630191951990128,0.06630191951990128,27686400,0.0,0.0
1981-09-15,0.06499343020278964,0.06499343020278964,0.0645572617650032,0.0645572617650032,19510400,0.0,0.0
1981-09-16,0.06368489786179722,0.06368489786179722,0.06324872374534607,0.06324872374534607,19353600,0.0,0.0
1981-09-17,0.0619402177885696,0.0619402177885696,0.0615040436387062,0.06150404363870621,19376000,0.0,0.0
1981-09-18,0.06194022670388222,0.0623763950926387,0.06194022670388222,0.06194022670388222,26320000,0.0,0.0
1981-09-21,0.062376406043767936,0.06281258033298873,0.062376406043767936,0.06237640604376793,49033600,0.0,0.0
1981-09-22,0.059323206826948596,0.059323206826948596,0.05888703837990761,0.05888703837990761,47420800,0.0,0.0
1981-09-23,0.05845083897786397,0.05845083897786397,0.057578496634960175,0.057578496634960175,28201600,0.0,0.0
1981-09-24,0.057578519253536374,0.057578519253536374,0.05714235082268715,0.05714235082268715,18300800,0.0,0.0
1981-09-25,0.05059898514307402,0.05059898514307402,0.04972664266824722,0.04972664266824722,34608000,0.0,0.0
1981-09-28,0.05016280710697174,0.05059898122253244,0.05016280710697174,0.05016280710697174,91728000,0.0,0.0
1981-09-29,0.05277983471751213,0.05321600883628616,0.05277983471751213,0.05277983471751213,94684800,0.0,0.0
1981-09-30,0.053216014057397835,0.05365218239507906,0.053216014057397835,0.05321601405739784,49996800,0.0,0.0
1981-10-01,0.053216014057397835,0.05365218239507906,0.053216014057397835,0.05321601405739784,61129600,0.0,0.0
1981-10-02,0.057578496634960175,0.05801467071835484,0.057578496634960175,0.057578496634960175,45046400,0.0,0.0
1981-10-05,0.05932320654392243,0.060195549257730574,0.05932320654392243,0.059323206543922424,43097600,0.0,0.0
1981-10-06,0.059323206826948596,0.059323206826948596,0.05888703837990761,0.05888703837990761,28358400,0.0,0.0
1981-10-07,0.062376406043767936,0.06324874879832124,0.062376406043767936,0.06237640604376793,38841600,0.0,0.0
1981-10-08,0.0645572617650032,0.06499343020278964,0.0645572617650032,0.0645572617650032,31091200,0.0,0.0
1981-10-09,0.06499344110488892,0.06586578395067783,0.06499344110488892,0.06499344110488892,54521600,0.0,0.0
1981-10-12,0.06717506051063538,0.0676112347089778,0.06717506051063538,0.06717506051063538,27350400,0.0,0.0
1981-10-13,0.06717506051063538,0.06804740308343316,0.06717506051063538,0.06717506051063538,44195200,0.0,0.0
1981-10-14,0.06368489786179722,0.06368489786179722,0.06324872374534607,0.06324872374534607,30979200,0.0,0.0
1981-10-15,0.0645572617650032,0.06499343020278964,0.0645572617650032,0.0645572617650032,29433600,0.0,0.0
1981-10-16,0.06412106391196297,0.06412106391196297,0.06368489563465118,0.06368489563465118,36467200,0.0,0.0
1981-10-19,0.06499344110488892,0.06542961543972782,0.06499344110488892,0.06499344110488892,20585600,0.0,0.0
1981-10-20,0.06848358362913132,0.06891975204401266,0.06848358362913132,0.06848358362913132,35728000,0.0,0.0
1981-10-21,0.06848358362913132,0.06891975204401266,0.06848358362913132,0.06848358362913132,76899200,0.0,0.0
1981-10-22,0.06848357099697937,0.06848357099697937,0.06804739683866501,0.06804739683866501,32278400,0.0,0.0
1981-10-23,0.06673808777583105,0.06673808777583105,0.06630191951990128,0.06630191951990128,27910400,0.0,0.0
1981-10-26,0.06630191951990128,0.06673808777583105,0.06630191951990128,0.06630191951990128,27283200,0.0,0.0
1981-10-27,0.06761123239994049,0.06848357494294631,0.06761123239994049,0.06761123239994049,85590400,0.0,0.0
1981-10-28,0.06979210674762726,0.07022828106170394,0.06979210674762726,0.06979210674762726,44172800,0.0,0.0
1981-10-29,0.06935592228146079,0.06935592228146079,0.06891974806785583,0.06891974806785583,30486400,0.0,0.0
1981-10-30,0.06979210674762726,0.07022828106170394,0.06979210674762726,0.06979210674762726,52729600,0.0,0.0
1981-11-02,0.06979210674762726,0.07022828106170394,0.06979210674762726,0.06979210674762726,36915200,0.0,0.0
1981-11-03,0.06935592228146079,0.06935592228146079,0.06891974806785583,0.06891974806785583,28380800,0.0,0.0
1981-11-04,0.0676112347089778,0.0676112347089778,0.06717506051063538,0.06717506051063538,23811200,0.0,0.0
1981-11-05,0.06281258033298873,0.06281258033298873,0.062376406043767936,0.06237640604376793,23363200,0.0,0.0
1981-11-06,0.06281257420778275,0.06324874263058203,0.06281257420778275,0.06281257420778275,24595200,0.0,0.0
1981-11-09,0.06368489563465118,0.06412106391196297,0.06368489563465118,0.06368489563465118,20384000,0.0,0.0
1981-11-10,0.06412110477685928,0.06455727915603429,0.06412110477685928,0.06412110477685928,16755200,0.0,0.0
1981-11-11,0.06586579233407974,0.06630196672443495,0.06586579233407974,0.06586579233407974,27440000,0.0,0.0
1981-11-12,0.06804739683866501,0.06848357099697937,0.06804739683866501,0.06804739683866501,39916800,0.0,0.0
1981-11-13,0.06368489786179722,0.06368489786179722,0.06324872374534607,0.06324872374534607,21011200,0.0,0.0
1981-11-16,0.06281258033298873,0.06281258033298873,0.062376406043767936,0.06237640604376793,22556800,0.0,0.0
1981-11-17,0.06368489563465118,0.06412106391196297,0.06368489563465118,0.06368489563465118,35414400,0.0,0.0
1981-11-18,0.06586579233407974,0.06630196672443495,0.06586579233407974,0.06586579233407974,29142400,0.0,0.0
1981-11-19,0.06586579233407974,0.06630196672443495,0.06586579233407974,0.06586579233407974,40006400,0.0,0.0
1981-11-20,0.06630191951990128,0.06673808777583105,0.06630191951990128,0.06630191951990128,38102400,0.0,0.0
1981-11-23,0.06412106615436239,0.06412106615436239,0.06324872374534607,0.06324872374534607,22960000,0.0,0.0
1981-11-24,0.06324874263058203,0.06324874263058203,0.06281257420778275,0.06281257420778275,22153600,0.0,0.0
1981-11-25,0.06412110477685928,0.06455727915603429,0.06412110477685928,0.06412110477685928,52550400,0.0,0.0
1981-11-27,0.06586579233407974,0.06630196672443495,0.06586579233407974,0.06586579233407974,37251200,0.0,0.0
1981-11-30,0.06542961543972782,0.06542961543972782,0.06499344110488892,0.06499344110488892,23968000,0.0,0.0
1981-12-01,0.06499344110488892,0.06542961543972782,0.06499344110488892,0.06499344110488892,23385600,0.0,0.0
1981-12-02,0.06542959064245224,0.06586575898809804,0.06542959064245224,0.06542959064245224,37564800,0.0,0.0
1981-12-03,0.06499343020278964,0.06499343020278964,0.0645572617650032,0.0645572617650032,20428800,0.0,0.0
1981-12-04,0.06630191951990128,0.06673808777583105,0.06630191951990128,0.06630191951990128,137155200,0.0,0.0
1981-12-07,0.06673809885978699,0.06717505341282781,0.06673809885978699,0.06673809885978699,59292800,0.0,0.0
1981-12-08,0.06630193315763054,0.06630193315763054,0.06542959064245224,0.06542959064245224,50624000,0.0,0.0
1981-12-09,0.06586579233407974,0.06630196672443495,0.06586579233407974,0.06586579233407974,34272000,0.0,0.0
1981-12-10,0.06586579233407974,0.06630196672443495,0.06586579233407974,0.06586579233407974,37408000,0.0,0.0
1981-12-11,0.06586575898809804,0.06630193315763054,0.06542959064245224,0.06542959064245224,76092800,0.0,0.0
